T: 1.41, temp: 25.7979, pressure: 1003.71
T: 620.19, temp: 17.6375, pressure: 1003.5
T: 621.42, temp: 17.6375, pressure: 1003.51
T: 622.45, temp: 17.6375, pressure: 1003.5
T: 623.48, temp: 17.6375, pressure: 1003.52
T: 624.77, temp: 17.6375, pressure: 1003.53
T: 625.79, temp: 17.64, pressure: 1003.52
T: 626.8, temp: 17.6424, pressure: 1003.53
T: 627.81, temp: 17.635, pressure: 1003.54
T: 629.03, temp: 17.635, pressure: 1003.56
T: 630.19, temp: 17.6326, pressure: 1003.52
T: 631.41, temp: 17.635, pressure: 1003.53
T: 632.41, temp: 17.635, pressure: 1003.54
T: 633.47, temp: 17.6326, pressure: 1003.54
T: 634.48, temp: 17.6424, pressure: 1003.53
T: 635.73, temp: 17.6326, pressure: 1003.54
T: 636.73, temp: 17.6424, pressure: 1003.53
T: 637.78, temp: 17.64, pressure: 1003.51
T: 638.8, temp: 17.6375, pressure: 1003.48
T: 640.42, temp: 17.6301, pressure: 1003.5
T: 641.47, temp: 17.6375, pressure: 1003.51
T: 642.51, temp: 17.6326, pressure: 1003.49
T: 643.73, temp: 17.6326, pressure: 1003.5
T: 644.91, temp: 17.635, pressure: 1003.54
T: 646.42, temp: 17.64, pressure: 1003.47
T: 647.42, temp: 17.6301, pressure: 1003.53
T: 648.48, temp: 17.635, pressure: 1003.47
T: 649.52, temp: 17.6375, pressure: 1003.54
T: 650.72, temp: 17.6326, pressure: 1003.54
T: 651.75, temp: 17.635, pressure: 1003.5
T: 652.79, temp: 17.6375, pressure: 1003.52
T: 654.06, temp: 17.635, pressure: 1003.48
T: 655.42, temp: 17.6375, pressure: 1003.5
T: 656.47, temp: 17.6301, pressure: 1003.48
T: 657.51, temp: 17.635, pressure: 1003.5
T: 658.72, temp: 17.6326, pressure: 1003.53
T: 659.91, temp: 17.6326, pressure: 1003.51
T: 661.41, temp: 17.6326, pressure: 1003.49
T: 662.42, temp: 17.635, pressure: 1003.47
T: 663.48, temp: 17.635, pressure: 1003.44
T: 664.53, temp: 17.6301, pressure: 1003.47
T: 665.73, temp: 17.6375, pressure: 1003.48
T: 666.75, temp: 17.635, pressure: 1003.49
T: 667.79, temp: 17.6375, pressure: 1003.5
T: 668.8, temp: 17.6375, pressure: 1003.53
T: 670.41, temp: 17.6326, pressure: 1003.53
T: 671.42, temp: 17.6301, pressure: 1003.46
T: 672.42, temp: 17.64, pressure: 1003.54
T: 673.46, temp: 17.6375, pressure: 1003.5
T: 674.47, temp: 17.6326, pressure: 1003.52
T: 675.47, temp: 17.635, pressure: 1003.46
T: 676.47, temp: 17.6375, pressure: 1003.47
T: 677.51, temp: 17.6326, pressure: 1003.49
T: 678.71, temp: 17.6326, pressure: 1003.5
T: 679.89, temp: 17.6326, pressure: 1003.54
T: 681.4, temp: 17.6326, pressure: 1003.53
T: 682.4, temp: 17.6326, pressure: 1003.47
T: 683.46, temp: 17.6326, pressure: 1003.47
T: 684.52, temp: 17.6301, pressure: 1003.49
T: 685.72, temp: 17.6275, pressure: 1003.46
T: 686.76, temp: 17.6326, pressure: 1003.5
T: 687.8, temp: 17.635, pressure: 1003.46
T: 688.8, temp: 17.635, pressure: 1003.43
T: 690.42, temp: 17.6252, pressure: 1003.49
T: 691.47, temp: 17.6326, pressure: 1003.46
T: 692.51, temp: 17.6252, pressure: 1003.52
T: 693.72, temp: 17.6326, pressure: 1003.45
T: 694.91, temp: 17.6326, pressure: 1003.49
T: 696.41, temp: 17.6252, pressure: 1003.54
T: 697.41, temp: 17.6301, pressure: 1003.51
T: 698.42, temp: 17.6275, pressure: 1003.55
T: 699.46, temp: 17.6252, pressure: 1003.53
T: 700.47, temp: 17.6301, pressure: 1003.53
T: 701.74, temp: 17.6252, pressure: 1003.53
T: 702.78, temp: 17.635, pressure: 1003.51
T: 704.06, temp: 17.6301, pressure: 1003.53
T: 705.41, temp: 17.6275, pressure: 1003.51
T: 706.47, temp: 17.6275, pressure: 1003.5
T: 707.51, temp: 17.6326, pressure: 1003.49
T: 708.72, temp: 17.6301, pressure: 1003.52
T: 709.89, temp: 17.6275, pressure: 1003.5
T: 711.41, temp: 17.6275, pressure: 1003.5
T: 712.42, temp: 17.6326, pressure: 1003.5
T: 713.48, temp: 17.6275, pressure: 1003.55
T: 714.51, temp: 17.6301, pressure: 1003.55
T: 715.71, temp: 17.6326, pressure: 1003.5
T: 716.78, temp: 17.6326, pressure: 1003.47
T: 717.78, temp: 17.6301, pressure: 1003.52
T: 718.78, temp: 17.6326, pressure: 1003.52
T: 720.42, temp: 17.6227, pressure: 1003.5
T: 721.47, temp: 17.6301, pressure: 1003.52
T: 722.49, temp: 17.6227, pressure: 1003.54
T: 723.72, temp: 17.6326, pressure: 1003.5
T: 724.89, temp: 17.6275, pressure: 1003.55
T: 726.4, temp: 17.6275, pressure: 1003.54
T: 727.46, temp: 17.635, pressure: 1003.5
T: 728.48, temp: 17.6326, pressure: 1003.53
T: 729.52, temp: 17.6326, pressure: 1003.51
T: 730.73, temp: 17.6275, pressure: 1003.52
T: 731.74, temp: 17.6275, pressure: 1003.51
T: 732.78, temp: 17.6326, pressure: 1003.54
T: 733.79, temp: 17.6252, pressure: 1003.52
T: 735.42, temp: 17.6227, pressure: 1003.55
T: 736.47, temp: 17.6201, pressure: 1003.55
T: 737.5, temp: 17.6227, pressure: 1003.54
T: 738.72, temp: 17.6178, pressure: 1003.55
T: 740.43, temp: 17.6227, pressure: 1003.54
T: 741.47, temp: 17.6275, pressure: 1003.53
T: 742.75, temp: 17.6227, pressure: 1003.52
T: 743.77, temp: 17.6252, pressure: 1003.5
T: 744.9, temp: 17.6201, pressure: 1003.52
T: 746.42, temp: 17.6227, pressure: 1003.53
T: 747.44, temp: 17.6275, pressure: 1003.49
T: 748.47, temp: 17.6275, pressure: 1003.51
T: 749.77, temp: 17.6227, pressure: 1003.54
T: 750.78, temp: 17.6178, pressure: 1003.5
T: 751.78, temp: 17.6301, pressure: 1003.5
T: 752.82, temp: 17.6201, pressure: 1003.51
T: 754.03, temp: 17.6178, pressure: 1003.51
T: 755.19, temp: 17.6275, pressure: 1003.49
T: 756.4, temp: 17.6275, pressure: 1003.49
T: 757.4, temp: 17.6326, pressure: 1003.49
T: 758.4, temp: 17.6178, pressure: 1003.48
T: 759.45, temp: 17.6178, pressure: 1003.5
T: 760.46, temp: 17.6301, pressure: 1003.46
T: 761.73, temp: 17.6227, pressure: 1003.48
T: 762.78, temp: 17.6178, pressure: 1003.47
T: 763.79, temp: 17.6227, pressure: 1003.51
T: 764.84, temp: 17.6227, pressure: 1003.5
T: 766.39, temp: 17.6152, pressure: 1003.52
T: 767.4, temp: 17.6252, pressure: 1003.52
T: 768.41, temp: 17.6227, pressure: 1003.55
T: 769.44, temp: 17.6201, pressure: 1003.55
T: 770.47, temp: 17.6252, pressure: 1003.54
T: 771.47, temp: 17.6227, pressure: 1003.54
T: 772.72, temp: 17.6275, pressure: 1003.53
T: 773.77, temp: 17.6201, pressure: 1003.55
T: 775.42, temp: 17.6201, pressure: 1003.55
T: 776.47, temp: 17.6178, pressure: 1003.56
T: 777.51, temp: 17.6227, pressure: 1003.56
T: 778.73, temp: 17.6227, pressure: 1003.59
T: 780.45, temp: 17.6201, pressure: 1003.53
T: 781.46, temp: 17.6227, pressure: 1003.52
T: 782.47, temp: 17.6201, pressure: 1003.54
T: 783.48, temp: 17.6227, pressure: 1003.57
T: 784.72, temp: 17.6178, pressure: 1003.58
T: 785.77, temp: 17.6178, pressure: 1003.56
T: 786.79, temp: 17.6227, pressure: 1003.57
T: 788.4, temp: 17.6201, pressure: 1003.58
T: 789.42, temp: 17.6227, pressure: 1003.56
T: 790.47, temp: 17.6227, pressure: 1003.57
T: 791.48, temp: 17.6201, pressure: 1003.56
T: 792.48, temp: 17.6201, pressure: 1003.55
T: 793.48, temp: 17.6201, pressure: 1003.54
T: 794.72, temp: 17.6127, pressure: 1003.58
T: 795.77, temp: 17.6252, pressure: 1003.55
T: 796.78, temp: 17.6227, pressure: 1003.57
T: 797.85, temp: 17.6152, pressure: 1003.55
T: 799.03, temp: 17.6152, pressure: 1003.57
T: 800.18, temp: 17.6252, pressure: 1003.55
T: 801.42, temp: 17.6227, pressure: 1003.52
T: 802.45, temp: 17.6201, pressure: 1003.52
T: 803.47, temp: 17.6201, pressure: 1003.53
T: 804.78, temp: 17.6127, pressure: 1003.52
T: 805.79, temp: 17.6201, pressure: 1003.56
T: 807.45, temp: 17.6178, pressure: 1003.57
T: 808.48, temp: 17.6201, pressure: 1003.57
T: 809.77, temp: 17.6127, pressure: 1003.56
T: 810.78, temp: 17.6201, pressure: 1003.54
T: 811.79, temp: 17.6201, pressure: 1003.54
T: 812.82, temp: 17.6201, pressure: 1003.55
T: 814.02, temp: 17.6104, pressure: 1003.55
T: 815.21, temp: 17.6178, pressure: 1003.57
T: 816.41, temp: 17.6127, pressure: 1003.58
T: 817.42, temp: 17.6152, pressure: 1003.56
T: 818.47, temp: 17.6178, pressure: 1003.57
T: 819.54, temp: 17.6152, pressure: 1003.56
T: 820.72, temp: 17.6152, pressure: 1003.56
T: 821.75, temp: 17.6227, pressure: 1003.58
T: 822.78, temp: 17.6127, pressure: 1003.6
T: 823.78, temp: 17.6178, pressure: 1003.57
T: 825.41, temp: 17.6152, pressure: 1003.58
T: 826.46, temp: 17.6178, pressure: 1003.56
T: 827.51, temp: 17.6127, pressure: 1003.56
T: 828.72, temp: 17.6127, pressure: 1003.55
T: 829.9, temp: 17.6078, pressure: 1003.52
T: 831.41, temp: 17.6127, pressure: 1003.55
T: 832.42, temp: 17.6127, pressure: 1003.56
T: 833.47, temp: 17.6178, pressure: 1003.56
T: 834.53, temp: 17.6127, pressure: 1003.55
T: 835.73, temp: 17.6152, pressure: 1003.57
T: 836.76, temp: 17.6178, pressure: 1003.59
T: 837.79, temp: 17.6104, pressure: 1003.58
T: 839.08, temp: 17.6127, pressure: 1003.55
T: 840.42, temp: 17.6104, pressure: 1003.6
T: 841.47, temp: 17.6104, pressure: 1003.57
T: 842.5, temp: 17.6104, pressure: 1003.57
T: 843.73, temp: 17.6104, pressure: 1003.59
T: 844.89, temp: 17.6127, pressure: 1003.57
T: 846.41, temp: 17.6029, pressure: 1003.58
T: 847.47, temp: 17.6104, pressure: 1003.59
T: 848.47, temp: 17.6152, pressure: 1003.61
T: 849.52, temp: 17.6104, pressure: 1003.58
T: 850.74, temp: 17.6127, pressure: 1003.59
T: 851.75, temp: 17.6053, pressure: 1003.6
T: 852.79, temp: 17.6152, pressure: 1003.56
T: 854.08, temp: 17.6104, pressure: 1003.58
T: 855.42, temp: 17.6104, pressure: 1003.54
T: 856.48, temp: 17.6104, pressure: 1003.59
T: 857.51, temp: 17.6127, pressure: 1003.58
T: 858.74, temp: 17.6004, pressure: 1003.55
T: 859.9, temp: 17.6078, pressure: 1003.57
T: 861.41, temp: 17.6029, pressure: 1003.62
T: 862.41, temp: 17.6152, pressure: 1003.58
T: 863.47, temp: 17.6004, pressure: 1003.56
T: 864.5, temp: 17.6152, pressure: 1003.56
T: 865.73, temp: 17.6029, pressure: 1003.59
T: 866.76, temp: 17.6004, pressure: 1003.55
T: 867.78, temp: 17.6078, pressure: 1003.59
T: 869.07, temp: 17.6053, pressure: 1003.61
T: 870.41, temp: 17.6104, pressure: 1003.55
T: 871.47, temp: 17.6104, pressure: 1003.54
T: 872.5, temp: 17.6029, pressure: 1003.6
T: 873.72, temp: 17.6104, pressure: 1003.57
T: 874.9, temp: 17.6078, pressure: 1003.58
T: 876.41, temp: 17.6078, pressure: 1003.6
T: 877.42, temp: 17.6053, pressure: 1003.57
T: 878.48, temp: 17.6127, pressure: 1003.6
T: 879.53, temp: 17.6104, pressure: 1003.6
T: 880.72, temp: 17.6053, pressure: 1003.57
T: 881.75, temp: 17.6053, pressure: 1003.6
T: 882.8, temp: 17.6004, pressure: 1003.59
T: 883.8, temp: 17.6127, pressure: 1003.57
T: 885.42, temp: 17.6029, pressure: 1003.61
T: 886.46, temp: 17.6053, pressure: 1003.56
T: 887.51, temp: 17.6053, pressure: 1003.54
T: 888.72, temp: 17.6004, pressure: 1003.54
T: 890.47, temp: 17.6029, pressure: 1003.55
T: 891.47, temp: 17.6053, pressure: 1003.58
T: 892.48, temp: 17.6029, pressure: 1003.57
T: 893.48, temp: 17.6053, pressure: 1003.64
T: 894.72, temp: 17.6004, pressure: 1003.57
T: 895.77, temp: 17.6029, pressure: 1003.6
T: 896.79, temp: 17.6029, pressure: 1003.58
T: 897.84, temp: 17.6029, pressure: 1003.61
T: 899.03, temp: 17.6078, pressure: 1003.61
T: 900.2, temp: 17.6029, pressure: 1003.61
T: 901.42, temp: 17.6053, pressure: 1003.59
T: 902.43, temp: 17.6053, pressure: 1003.58
T: 903.48, temp: 17.6053, pressure: 1003.58
T: 904.78, temp: 17.6029, pressure: 1003.57
T: 905.79, temp: 17.6078, pressure: 1003.6
T: 906.8, temp: 17.6104, pressure: 1003.57
T: 907.8, temp: 17.6078, pressure: 1003.6
T: 909.02, temp: 17.6029, pressure: 1003.62
T: 910.21, temp: 17.6029, pressure: 1003.64
T: 911.42, temp: 17.6078, pressure: 1003.6
T: 912.48, temp: 17.6104, pressure: 1003.6
T: 913.72, temp: 17.6053, pressure: 1003.65
T: 915.42, temp: 17.6029, pressure: 1003.6
T: 916.48, temp: 17.6029, pressure: 1003.58
T: 917.53, temp: 17.6104, pressure: 1003.62
T: 918.73, temp: 17.6078, pressure: 1003.59
T: 919.91, temp: 17.6029, pressure: 1003.6
T: 921.4, temp: 17.6078, pressure: 1003.6
T: 922.42, temp: 17.6053, pressure: 1003.57
T: 923.48, temp: 17.6029, pressure: 1003.56
T: 924.52, temp: 17.6127, pressure: 1003.61
T: 925.73, temp: 17.6104, pressure: 1003.55
T: 926.75, temp: 17.6078, pressure: 1003.58
T: 927.78, temp: 17.6078, pressure: 1003.62
T: 928.78, temp: 17.6127, pressure: 1003.57
T: 930.41, temp: 17.6053, pressure: 1003.55
T: 931.47, temp: 17.6029, pressure: 1003.63
T: 932.49, temp: 17.6104, pressure: 1003.62
T: 933.73, temp: 17.6078, pressure: 1003.58
T: 934.88, temp: 17.6004, pressure: 1003.61
T: 936.41, temp: 17.5955, pressure: 1003.56
T: 937.42, temp: 17.598, pressure: 1003.54
T: 938.42, temp: 17.6053, pressure: 1003.5
T: 939.46, temp: 17.6004, pressure: 1003.55
T: 940.48, temp: 17.6029, pressure: 1003.58
T: 941.74, temp: 17.6029, pressure: 1003.52
T: 942.79, temp: 17.6004, pressure: 1003.56
T: 943.79, temp: 17.6004, pressure: 1003.59
T: 945.42, temp: 17.6029, pressure: 1003.61
T: 946.48, temp: 17.598, pressure: 1003.6
T: 947.51, temp: 17.6053, pressure: 1003.54
T: 948.72, temp: 17.6004, pressure: 1003.57
T: 949.89, temp: 17.6004, pressure: 1003.6
T: 951.4, temp: 17.598, pressure: 1003.59
T: 952.41, temp: 17.6053, pressure: 1003.62
T: 953.46, temp: 17.6078, pressure: 1003.6
T: 954.51, temp: 17.6029, pressure: 1003.6
T: 955.72, temp: 17.6004, pressure: 1003.59
T: 956.76, temp: 17.6029, pressure: 1003.6
T: 957.79, temp: 17.593, pressure: 1003.6
T: 958.8, temp: 17.6029, pressure: 1003.62
T: 960.42, temp: 17.6053, pressure: 1003.61
T: 961.47, temp: 17.6078, pressure: 1003.58
T: 962.5, temp: 17.5955, pressure: 1003.59
T: 963.73, temp: 17.598, pressure: 1003.59
T: 964.92, temp: 17.593, pressure: 1003.6
T: 966.41, temp: 17.598, pressure: 1003.58
T: 967.42, temp: 17.6029, pressure: 1003.61
T: 968.42, temp: 17.6004, pressure: 1003.58
T: 969.45, temp: 17.593, pressure: 1003.6
T: 970.47, temp: 17.5955, pressure: 1003.59
T: 971.75, temp: 17.598, pressure: 1003.6
T: 972.78, temp: 17.6029, pressure: 1003.61
T: 973.79, temp: 17.6004, pressure: 1003.63
T: 975.42, temp: 17.598, pressure: 1003.61
T: 976.47, temp: 17.6004, pressure: 1003.56
T: 977.52, temp: 17.6029, pressure: 1003.59
T: 978.73, temp: 17.5955, pressure: 1003.58
T: 979.88, temp: 17.6029, pressure: 1003.59
T: 981.42, temp: 17.6004, pressure: 1003.61
T: 982.47, temp: 17.598, pressure: 1003.59
T: 983.48, temp: 17.6004, pressure: 1003.6
T: 984.52, temp: 17.6004, pressure: 1003.58
T: 985.73, temp: 17.6004, pressure: 1003.63
T: 986.76, temp: 17.598, pressure: 1003.57
T: 987.8, temp: 17.6029, pressure: 1003.59
T: 989.08, temp: 17.6029, pressure: 1003.57
T: 990.41, temp: 17.598, pressure: 1003.58
T: 991.41, temp: 17.6004, pressure: 1003.56
T: 992.43, temp: 17.6004, pressure: 1003.59
T: 993.48, temp: 17.598, pressure: 1003.6
T: 994.48, temp: 17.6029, pressure: 1003.62
T: 995.72, temp: 17.5955, pressure: 1003.6
T: 996.72, temp: 17.5955, pressure: 1003.62
T: 997.74, temp: 17.598, pressure: 1003.59
T: 998.79, temp: 17.598, pressure: 1003.6
T: 999.91, temp: 17.6053, pressure: 1003.57
T: 1001.41, temp: 17.6004, pressure: 1003.6
T: 1002.42, temp: 17.5955, pressure: 1003.63
T: 1003.48, temp: 17.598, pressure: 1003.62
T: 1004.48, temp: 17.6029, pressure: 1003.59
T: 1005.48, temp: 17.6004, pressure: 1003.57
T: 1006.77, temp: 17.598, pressure: 1003.62
T: 1007.8, temp: 17.6029, pressure: 1003.61
T: 1009.07, temp: 17.5955, pressure: 1003.56
T: 1010.42, temp: 17.593, pressure: 1003.58
T: 1011.48, temp: 17.6004, pressure: 1003.59
T: 1012.52, temp: 17.6029, pressure: 1003.61
T: 1013.73, temp: 17.598, pressure: 1003.59
T: 1014.92, temp: 17.6004, pressure: 1003.61
T: 1016.42, temp: 17.598, pressure: 1003.59
T: 1017.48, temp: 17.598, pressure: 1003.54
T: 1018.72, temp: 17.6004, pressure: 1003.57
T: 1020.42, temp: 17.5955, pressure: 1003.56
T: 1021.48, temp: 17.6004, pressure: 1003.6
T: 1022.5, temp: 17.5955, pressure: 1003.56
T: 1023.73, temp: 17.6004, pressure: 1003.57
T: 1024.91, temp: 17.598, pressure: 1003.61
T: 1026.42, temp: 17.6004, pressure: 1003.6
T: 1027.48, temp: 17.5955, pressure: 1003.6
T: 1028.48, temp: 17.598, pressure: 1003.61
T: 1029.54, temp: 17.6053, pressure: 1003.59
T: 1030.73, temp: 17.598, pressure: 1003.61
T: 1031.77, temp: 17.598, pressure: 1003.61
T: 1032.79, temp: 17.6004, pressure: 1003.6
T: 1033.8, temp: 17.5955, pressure: 1003.61
T: 1035.41, temp: 17.5955, pressure: 1003.6
T: 1036.41, temp: 17.593, pressure: 1003.61
T: 1037.45, temp: 17.5955, pressure: 1003.63
T: 1038.47, temp: 17.598, pressure: 1003.61
T: 1039.76, temp: 17.6004, pressure: 1003.6
T: 1040.78, temp: 17.598, pressure: 1003.6
T: 1041.79, temp: 17.598, pressure: 1003.64
T: 1042.83, temp: 17.6029, pressure: 1003.61
T: 1044.02, temp: 17.6004, pressure: 1003.62
T: 1045.47, temp: 17.5955, pressure: 1003.63
T: 1046.48, temp: 17.6004, pressure: 1003.62
T: 1047.48, temp: 17.6004, pressure: 1003.63
T: 1048.48, temp: 17.6004, pressure: 1003.6
T: 1049.73, temp: 17.5881, pressure: 1003.61
T: 1050.78, temp: 17.5955, pressure: 1003.61
T: 1051.79, temp: 17.5906, pressure: 1003.62
T: 1052.82, temp: 17.598, pressure: 1003.6
T: 1054.03, temp: 17.5906, pressure: 1003.61
T: 1055.21, temp: 17.598, pressure: 1003.62
T: 1056.4, temp: 17.5906, pressure: 1003.6
T: 1057.43, temp: 17.5881, pressure: 1003.58
T: 1058.48, temp: 17.593, pressure: 1003.59
T: 1059.79, temp: 17.5955, pressure: 1003.62
T: 1061.41, temp: 17.5955, pressure: 1003.57
T: 1062.45, temp: 17.5955, pressure: 1003.6
T: 1063.47, temp: 17.5955, pressure: 1003.6
T: 1064.48, temp: 17.5955, pressure: 1003.56
T: 1065.72, temp: 17.598, pressure: 1003.59
T: 1066.73, temp: 17.5881, pressure: 1003.6
T: 1067.77, temp: 17.598, pressure: 1003.55
T: 1068.79, temp: 17.593, pressure: 1003.58
T: 1069.9, temp: 17.6004, pressure: 1003.58
T: 1071.42, temp: 17.598, pressure: 1003.59
T: 1072.42, temp: 17.6004, pressure: 1003.59
T: 1073.42, temp: 17.5955, pressure: 1003.59
T: 1074.47, temp: 17.5832, pressure: 1003.57
T: 1075.48, temp: 17.593, pressure: 1003.58
T: 1076.74, temp: 17.5906, pressure: 1003.58
T: 1077.79, temp: 17.593, pressure: 1003.62
T: 1078.81, temp: 17.593, pressure: 1003.6
T: 1080.4, temp: 17.593, pressure: 1003.59
T: 1081.4, temp: 17.593, pressure: 1003.63
T: 1082.41, temp: 17.593, pressure: 1003.62
T: 1083.41, temp: 17.5906, pressure: 1003.6
T: 1084.45, temp: 17.5855, pressure: 1003.64
T: 1085.47, temp: 17.593, pressure: 1003.6
T: 1086.47, temp: 17.593, pressure: 1003.61
T: 1087.48, temp: 17.593, pressure: 1003.59
T: 1088.72, temp: 17.5855, pressure: 1003.63
T: 1090.41, temp: 17.593, pressure: 1003.62
T: 1091.47, temp: 17.5906, pressure: 1003.51
T: 1092.52, temp: 17.5906, pressure: 1003.56
T: 1093.72, temp: 17.5906, pressure: 1003.59
T: 1094.89, temp: 17.5906, pressure: 1003.59
T: 1096.41, temp: 17.5906, pressure: 1003.58
T: 1097.46, temp: 17.6029, pressure: 1003.57
T: 1098.46, temp: 17.5906, pressure: 1003.63
T: 1099.51, temp: 17.5906, pressure: 1003.61
T: 1100.72, temp: 17.5906, pressure: 1003.59
T: 1101.75, temp: 17.5881, pressure: 1003.54
T: 1102.79, temp: 17.598, pressure: 1003.54
T: 1104.07, temp: 17.5955, pressure: 1003.59
T: 1105.41, temp: 17.5955, pressure: 1003.56
T: 1106.41, temp: 17.593, pressure: 1003.56
T: 1107.44, temp: 17.5906, pressure: 1003.57
T: 1108.48, temp: 17.598, pressure: 1003.58
T: 1109.48, temp: 17.5906, pressure: 1003.59
T: 1110.72, temp: 17.593, pressure: 1003.58
T: 1111.78, temp: 17.5906, pressure: 1003.59
T: 1112.83, temp: 17.598, pressure: 1003.59
T: 1114.03, temp: 17.593, pressure: 1003.58
T: 1115.22, temp: 17.5906, pressure: 1003.59
T: 1116.41, temp: 17.593, pressure: 1003.56
T: 1117.41, temp: 17.598, pressure: 1003.58
T: 1118.42, temp: 17.6004, pressure: 1003.56
T: 1119.45, temp: 17.5881, pressure: 1003.58
T: 1120.47, temp: 17.598, pressure: 1003.57
T: 1121.47, temp: 17.593, pressure: 1003.59
T: 1122.47, temp: 17.593, pressure: 1003.59
T: 1123.48, temp: 17.5906, pressure: 1003.57
T: 1124.52, temp: 17.5955, pressure: 1003.6
T: 1125.71, temp: 17.598, pressure: 1003.6
T: 1126.76, temp: 17.5906, pressure: 1003.61
T: 1127.79, temp: 17.5955, pressure: 1003.59
T: 1128.8, temp: 17.5881, pressure: 1003.61
T: 1130.42, temp: 17.5881, pressure: 1003.62
T: 1131.48, temp: 17.598, pressure: 1003.61
T: 1132.52, temp: 17.593, pressure: 1003.6
T: 1133.72, temp: 17.5906, pressure: 1003.62
T: 1135.48, temp: 17.593, pressure: 1003.62
T: 1136.48, temp: 17.593, pressure: 1003.59
T: 1137.75, temp: 17.5881, pressure: 1003.6
T: 1138.79, temp: 17.5955, pressure: 1003.58
T: 1139.9, temp: 17.5906, pressure: 1003.62
T: 1141.4, temp: 17.5955, pressure: 1003.62
T: 1142.44, temp: 17.5955, pressure: 1003.6
T: 1143.48, temp: 17.593, pressure: 1003.6
T: 1144.78, temp: 17.5881, pressure: 1003.58
T: 1145.79, temp: 17.593, pressure: 1003.61
T: 1146.8, temp: 17.5881, pressure: 1003.59
T: 1147.82, temp: 17.5955, pressure: 1003.62
T: 1149.03, temp: 17.5955, pressure: 1003.54
T: 1150.2, temp: 17.5955, pressure: 1003.58
T: 1151.41, temp: 17.5955, pressure: 1003.55
T: 1152.47, temp: 17.5955, pressure: 1003.58
T: 1153.48, temp: 17.5955, pressure: 1003.58
T: 1154.52, temp: 17.598, pressure: 1003.59
T: 1155.72, temp: 17.6004, pressure: 1003.59
T: 1156.77, temp: 17.598, pressure: 1003.6
T: 1157.78, temp: 17.598, pressure: 1003.58
T: 1158.79, temp: 17.6004, pressure: 1003.55
T: 1160.41, temp: 17.593, pressure: 1003.57
T: 1161.47, temp: 17.598, pressure: 1003.61
T: 1162.49, temp: 17.6004, pressure: 1003.62
T: 1163.72, temp: 17.6004, pressure: 1003.55
T: 1164.9, temp: 17.5906, pressure: 1003.55
T: 1166.41, temp: 17.5955, pressure: 1003.54
T: 1167.47, temp: 17.593, pressure: 1003.54
T: 1168.48, temp: 17.598, pressure: 1003.57
T: 1169.48, temp: 17.5955, pressure: 1003.61
T: 1170.73, temp: 17.593, pressure: 1003.61
T: 1171.74, temp: 17.5906, pressure: 1003.57
T: 1172.78, temp: 17.5955, pressure: 1003.55
T: 1173.79, temp: 17.5955, pressure: 1003.51
T: 1175.41, temp: 17.598, pressure: 1003.55
T: 1176.47, temp: 17.6004, pressure: 1003.57
T: 1177.52, temp: 17.598, pressure: 1003.58
T: 1178.73, temp: 17.598, pressure: 1003.58
T: 1179.89, temp: 17.6029, pressure: 1003.55
T: 1181.41, temp: 17.593, pressure: 1003.59
T: 1182.41, temp: 17.593, pressure: 1003.58
T: 1183.46, temp: 17.5955, pressure: 1003.59
T: 1184.52, temp: 17.6004, pressure: 1003.56
T: 1185.72, temp: 17.6053, pressure: 1003.58
T: 1186.75, temp: 17.6004, pressure: 1003.58
T: 1187.79, temp: 17.598, pressure: 1003.58
T: 1189.07, temp: 17.6029, pressure: 1003.58
T: 1190.42, temp: 17.5955, pressure: 1003.6
T: 1191.46, temp: 17.6053, pressure: 1003.6
T: 1192.5, temp: 17.6053, pressure: 1003.61
T: 1193.71, temp: 17.6029, pressure: 1003.58
T: 1194.92, temp: 17.598, pressure: 1003.61
T: 1196.42, temp: 17.5955, pressure: 1003.57
T: 1197.48, temp: 17.6029, pressure: 1003.57
T: 1198.48, temp: 17.598, pressure: 1003.54
T: 1199.48, temp: 17.6004, pressure: 1003.58
T: 1200.72, temp: 17.598, pressure: 1003.57
T: 1201.76, temp: 17.6053, pressure: 1003.6
T: 1202.79, temp: 17.6004, pressure: 1003.58
T: 1203.8, temp: 17.6004, pressure: 1003.58
T: 1204.83, temp: 17.6078, pressure: 1003.53
T: 1206.41, temp: 17.6053, pressure: 1003.56
T: 1207.46, temp: 17.6053, pressure: 1003.56
T: 1208.47, temp: 17.6127, pressure: 1003.56
T: 1209.51, temp: 17.6029, pressure: 1003.59
T: 1210.71, temp: 17.6053, pressure: 1003.52
T: 1211.76, temp: 17.5955, pressure: 1003.54
T: 1212.77, temp: 17.6104, pressure: 1003.56
T: 1213.78, temp: 17.6029, pressure: 1003.53
T: 1215.42, temp: 17.6053, pressure: 1003.53
T: 1216.48, temp: 17.6004, pressure: 1003.5
T: 1217.51, temp: 17.6029, pressure: 1003.54
T: 1218.73, temp: 17.6029, pressure: 1003.53
T: 1219.92, temp: 17.6078, pressure: 1003.52
T: 1221.42, temp: 17.6078, pressure: 1003.55
T: 1222.48, temp: 17.6029, pressure: 1003.51
T: 1223.49, temp: 17.6078, pressure: 1003.55
T: 1224.54, temp: 17.6053, pressure: 1003.56
T: 1225.73, temp: 17.6029, pressure: 1003.58
T: 1226.75, temp: 17.6078, pressure: 1003.56
T: 1227.78, temp: 17.6104, pressure: 1003.56
